configuracion,idx_original,clase_objetivo,es_semilla_valida,k,radio_percentil_distancias,umbral_densidad,radio_percentil_riesgos,umbral_entropia,umbral_riesgo,entropia,criterio_pureza,proporcion_min,proporcion_min_valor,densidad,densidad_valor,riesgo,riesgo_valor,pasa_pureza,pasa_densidad,pasa_riesgo,vecinos_validos_por_percentil,synthetics_from_this_seed,cant_vecinos_en_p_elegido,cant_min_en_p_elegido
PRD70_PR30_CPprop_UD050_UR040_Upp060_I3,44,missing_tooth,False,7,1.2569793907582587,0.5,0.8800381138597647,,0.4,,proporcion,1/7,0.14285714285714285,7/7,1.0,2/7,0.2857142857142857,False,True,True,7,0,7,1
PRD70_PR30_CPprop_UD050_UR040_Upp060_I3,53,missing_tooth,False,7,1.2569793907582587,0.5,0.8800381138597647,,0.4,,proporcion,1/7,0.14285714285714285,6/7,0.8571428571428571,3/7,0.42857142857142855,False,True,False,6,0,6,1
PRD70_PR30_CPprop_UD050_UR040_Upp060_I3,58,root_crack,False,7,1.092229473719522,0.5,0.6155508713953708,,0.4,,proporcion,2/7,0.2857142857142857,6/7,0.8571428571428571,3/7,0.42857142857142855,False,True,False,6,0,6,2
PRD70_PR30_CPprop_UD050_UR040_Upp060_I3,55,root_crack,False,7,1.092229473719522,0.5,0.6155508713953708,,0.4,,proporcion,3/7,0.42857142857142855,2/7,0.2857142857142857,0/7,0.0,False,False,True,2,0,2,2
PRD70_PR30_CPprop_UD050_UR040_Upp060_I3,59,root_crack,False,7,1.092229473719522,0.5,0.6155508713953708,,0.4,,proporcion,3/7,0.42857142857142855,6/7,0.8571428571428571,2/7,0.2857142857142857,False,True,True,6,0,6,2
PRD70_PR30_CPprop_UD050_UR040_Upp060_I3,56,root_crack,False,7,1.092229473719522,0.5,0.6155508713953708,,0.4,,proporcion,3/7,0.42857142857142855,5/7,0.7142857142857143,0/7,0.0,False,True,True,5,0,5,1
PRD70_PR30_CPprop_UD050_UR040_Upp060_I3,65,root_crack,False,7,1.092229473719522,0.5,0.6155508713953708,,0.4,,proporcion,3/7,0.42857142857142855,2/7,0.2857142857142857,0/7,0.0,False,False,True,2,0,2,2
PRD70_PR30_CPprop_UD050_UR040_Upp060_I3,64,root_crack,False,7,1.092229473719522,0.5,0.6155508713953708,,0.4,,proporcion,2/7,0.2857142857142857,7/7,1.0,0/7,0.0,False,True,True,7,0,7,2
PRD70_PR30_CPprop_UD050_UR040_Upp060_I3,57,root_crack,False,7,1.092229473719522,0.5,0.6155508713953708,,0.4,,proporcion,3/7,0.42857142857142855,2/7,0.2857142857142857,0/7,0.0,False,False,True,2,0,2,2
PRD70_PR30_CPprop_UD050_UR040_Upp060_I3,62,root_crack,False,7,1.092229473719522,0.5,0.6155508713953708,,0.4,,proporcion,1/7,0.14285714285714285,7/7,1.0,0/7,0.0,False,True,True,7,0,7,1
PRD70_PR30_CPprop_UD050_UR040_Upp060_I3,63,root_crack,False,7,1.092229473719522,0.5,0.6155508713953708,,0.4,,proporcion,1/7,0.14285714285714285,7/7,1.0,4/7,0.5714285714285714,False,True,False,7,0,7,1
PRD70_PR30_CPprop_UD050_UR040_Upp060_I3,74,surface_fault,False,7,3.5759950448997575,0.5,1.5575703635155345,,0.4,,proporcion,2/7,0.2857142857142857,7/7,1.0,0/7,0.0,False,True,True,7,0,7,2
PRD70_PR30_CPprop_UD050_UR040_Upp060_I3,73,surface_fault,False,7,3.5759950448997575,0.5,1.5575703635155345,,0.4,,proporcion,1/7,0.14285714285714285,3/7,0.42857142857142855,0/7,0.0,False,False,True,3,0,3,1
PRD70_PR30_CPprop_UD050_UR040_Upp060_I3,68,surface_fault,False,7,3.5759950448997575,0.5,1.5575703635155345,,0.4,,proporcion,1/7,0.14285714285714285,4/7,0.5714285714285714,0/7,0.0,False,True,True,4,0,4,1
PRD70_PR30_CPprop_UD050_UR040_Upp060_I3,72,surface_fault,False,7,3.5759950448997575,0.5,1.5575703635155345,,0.4,,proporcion,5/7,0.7142857142857143,1/7,0.14285714285714285,0/7,0.0,True,False,True,1,0,1,1
PRD70_PR30_CPprop_UD050_UR040_Upp060_I3,67,surface_fault,False,7,3.5759950448997575,0.5,1.5575703635155345,,0.4,,proporcion,2/7,0.2857142857142857,7/7,1.0,1/7,0.14285714285714285,False,True,True,7,0,7,2
PRD70_PR30_CPprop_UD050_UR040_Upp060_I3,66,surface_fault,False,7,3.5759950448997575,0.5,1.5575703635155345,,0.4,,proporcion,5/7,0.7142857142857143,1/7,0.14285714285714285,0/7,0.0,True,False,True,1,0,1,1
PRD70_PR30_CPprop_UD050_UR040_Upp060_I3,77,surface_fault,False,7,3.5759950448997575,0.5,1.5575703635155345,,0.4,,proporcion,2/7,0.2857142857142857,7/7,1.0,0/7,0.0,False,True,True,7,0,7,2
PRD70_PR30_CPprop_UD050_UR040_Upp060_I3,70,surface_fault,False,7,3.5759950448997575,0.5,1.5575703635155345,,0.4,,proporcion,1/7,0.14285714285714285,7/7,1.0,5/7,0.7142857142857143,False,True,False,7,0,7,1
PRD70_PR30_CPprop_UD050_UR040_Upp060_I3,76,surface_fault,False,7,3.5759950448997575,0.5,1.5575703635155345,,0.4,,proporcion,1/7,0.14285714285714285,7/7,1.0,1/7,0.14285714285714285,False,True,True,7,0,7,1
PRD70_PR30_CPprop_UD050_UR040_Upp060_I3,82,tooth_chipped_fault,False,7,1.3055658062216193,0.5,0.7209694113019457,,0.4,,proporcion,2/7,0.2857142857142857,5/7,0.7142857142857143,0/7,0.0,False,True,True,5,0,5,1
PRD70_PR30_CPprop_UD050_UR040_Upp060_I3,87,tooth_chipped_fault,False,7,1.3055658062216193,0.5,0.7209694113019457,,0.4,,proporcion,2/7,0.2857142857142857,4/7,0.5714285714285714,0/7,0.0,False,True,True,4,0,4,1
PRD70_PR30_CPprop_UD050_UR040_Upp060_I3,79,tooth_chipped_fault,False,7,1.3055658062216193,0.5,0.7209694113019457,,0.4,,proporcion,3/7,0.42857142857142855,4/7,0.5714285714285714,1/7,0.14285714285714285,False,True,True,4,0,4,2
PRD70_PR30_CPprop_UD050_UR040_Upp060_I3,86,tooth_chipped_fault,False,7,1.3055658062216193,0.5,0.7209694113019457,,0.4,,proporcion,1/7,0.14285714285714285,7/7,1.0,2/7,0.2857142857142857,False,True,True,7,0,7,1
PRD70_PR30_CPprop_UD050_UR040_Upp060_I3,88,tooth_chipped_fault,False,7,1.3055658062216193,0.5,0.7209694113019457,,0.4,,proporcion,2/7,0.2857142857142857,4/7,0.5714285714285714,0/7,0.0,False,True,True,4,0,4,1
PRD70_PR30_CPprop_UD050_UR040_Upp060_I3,81,tooth_chipped_fault,False,7,1.3055658062216193,0.5,0.7209694113019457,,0.4,,proporcion,2/7,0.2857142857142857,4/7,0.5714285714285714,2/7,0.2857142857142857,False,True,True,4,0,4,2
PRD70_PR30_CPprop_UD050_UR040_Upp060_I3,89,tooth_chipped_fault,False,7,1.3055658062216193,0.5,0.7209694113019457,,0.4,,proporcion,2/7,0.2857142857142857,6/7,0.8571428571428571,2/7,0.2857142857142857,False,True,True,6,0,6,2
PRD70_PR30_CPprop_UD050_UR040_Upp060_I3,80,tooth_chipped_fault,False,7,1.3055658062216193,0.5,0.7209694113019457,,0.4,,proporcion,1/7,0.14285714285714285,7/7,1.0,2/7,0.2857142857142857,False,True,True,7,0,7,1
PRD70_PR30_CPprop_UD050_UR040_Upp060_I3,83,tooth_chipped_fault,False,7,1.3055658062216193,0.5,0.7209694113019457,,0.4,,proporcion,2/7,0.2857142857142857,3/7,0.42857142857142855,0/7,0.0,False,False,True,3,0,3,1
PRD70_PR30_CPprop_UD050_UR040_Upp070_I0,31,eccentricity,False,7,1.2345422491708846,0.5,0.8714896370694869,,0.4,,proporcion,4/7,0.5714285714285714,4/7,0.5714285714285714,0/7,0.0,False,True,True,4,0,4,3
PRD70_PR30_CPprop_UD050_UR040_Upp070_I0,41,eccentricity,False,7,1.2345422491708846,0.5,0.8714896370694869,,0.4,,proporcion,3/7,0.42857142857142855,5/7,0.7142857142857143,0/7,0.0,False,True,True,5,0,5,3
PRD70_PR30_CPprop_UD050_UR040_Upp070_I0,33,eccentricity,False,7,1.2345422491708846,0.5,0.8714896370694869,,0.4,,proporcion,2/7,0.2857142857142857,6/7,0.8571428571428571,0/7,0.0,False,True,True,6,0,6,2
PRD70_PR30_CPprop_UD050_UR040_Upp070_I0,35,eccentricity,False,7,1.2345422491708846,0.5,0.8714896370694869,,0.4,,proporcion,0/7,0.0,3/7,0.42857142857142855,0/7,0.0,False,False,True,3,0,3,0
PRD70_PR30_CPprop_UD050_UR040_Upp070_I0,38,eccentricity,False,7,1.2345422491708846,0.5,0.8714896370694869,,0.4,,proporcion,4/7,0.5714285714285714,5/7,0.7142857142857143,0/7,0.0,False,True,True,5,0,5,3
PRD70_PR30_CPprop_UD050_UR040_Upp070_I0,40,eccentricity,False,7,1.2345422491708846,0.5,0.8714896370694869,,0.4,,proporcion,1/7,0.14285714285714285,7/7,1.0,5/7,0.7142857142857143,False,True,False,7,0,7,1
PRD70_PR30_CPprop_UD050_UR040_Upp070_I0,39,eccentricity,False,7,1.2345422491708846,0.5,0.8714896370694869,,0.4,,proporcion,1/7,0.14285714285714285,7/7,1.0,6/7,0.8571428571428571,False,True,False,7,0,7,1
PRD70_PR30_CPprop_UD050_UR040_Upp070_I0,30,eccentricity,False,7,1.2345422491708846,0.5,0.8714896370694869,,0.4,,proporcion,2/7,0.2857142857142857,5/7,0.7142857142857143,0/7,0.0,False,True,True,5,0,5,0
PRD70_PR30_CPprop_UD050_UR040_Upp070_I0,32,eccentricity,False,7,1.2345422491708846,0.5,0.8714896370694869,,0.4,,proporcion,4/7,0.5714285714285714,2/7,0.2857142857142857,0/7,0.0,False,False,True,2,0,2,1
PRD70_PR30_CPprop_UD050_UR040_Upp070_I0,47,missing_tooth,False,7,1.2654030884913265,0.5,0.8806587950490857,,0.4,,proporcion,1/7,0.14285714285714285,3/7,0.42857142857142855,2/7,0.2857142857142857,False,False,True,3,0,3,1
PRD70_PR30_CPprop_UD050_UR040_Upp070_I0,45,missing_tooth,False,7,1.2654030884913265,0.5,0.8806587950490857,,0.4,,proporcion,1/7,0.14285714285714285,7/7,1.0,2/7,0.2857142857142857,False,True,True,7,0,7,1
PRD70_PR30_CPprop_UD050_UR040_Upp070_I0,49,missing_tooth,False,7,1.2654030884913265,0.5,0.8806587950490857,,0.4,,proporcion,1/7,0.14285714285714285,7/7,1.0,2/7,0.2857142857142857,False,True,True,7,0,7,1
PRD70_PR30_CPprop_UD050_UR040_Upp070_I0,48,missing_tooth,False,7,1.2654030884913265,0.5,0.8806587950490857,,0.4,,proporcion,2/7,0.2857142857142857,1/7,0.14285714285714285,0/7,0.0,False,False,True,1,0,1,1
PRD70_PR30_CPprop_UD050_UR040_Upp070_I0,50,missing_tooth,False,7,1.2654030884913265,0.5,0.8806587950490857,,0.4,,proporcion,2/7,0.2857142857142857,6/7,0.8571428571428571,0/7,0.0,False,True,True,6,0,6,1
PRD70_PR30_CPprop_UD050_UR040_Upp070_I0,42,missing_tooth,False,7,1.2654030884913265,0.5,0.8806587950490857,,0.4,,proporcion,2/7,0.2857142857142857,1/7,0.14285714285714285,0/7,0.0,False,False,True,1,0,1,1
PRD70_PR30_CPprop_UD050_UR040_Upp070_I0,51,missing_tooth,False,7,1.2654030884913265,0.5,0.8806587950490857,,0.4,,proporcion,1/7,0.14285714285714285,3/7,0.42857142857142855,0/7,0.0,False,False,True,3,0,3,1
PRD70_PR30_CPprop_UD050_UR040_Upp070_I0,52,missing_tooth,False,7,1.2654030884913265,0.5,0.8806587950490857,,0.4,,proporcion,1/7,0.14285714285714285,7/7,1.0,4/7,0.5714285714285714,False,True,False,7,0,7,1
PRD70_PR30_CPprop_UD050_UR040_Upp070_I0,44,missing_tooth,False,7,1.2654030884913265,0.5,0.8806587950490857,,0.4,,proporcion,1/7,0.14285714285714285,7/7,1.0,2/7,0.2857142857142857,False,True,True,7,0,7,1
PRD70_PR30_CPprop_UD050_UR040_Upp070_I0,53,missing_tooth,False,7,1.2654030884913265,0.5,0.8806587950490857,,0.4,,proporcion,1/7,0.14285714285714285,7/7,1.0,3/7,0.42857142857142855,False,True,False,7,0,7,1
PRD70_PR30_CPprop_UD050_UR040_Upp070_I0,58,root_crack,False,7,1.1008992770586117,0.5,0.6200561592614418,,0.4,,proporcion,2/7,0.2857142857142857,6/7,0.8571428571428571,3/7,0.42857142857142855,False,True,False,6,0,6,2
PRD70_PR30_CPprop_UD050_UR040_Upp070_I0,55,root_crack,False,7,1.1008992770586117,0.5,0.6200561592614418,,0.4,,proporcion,3/7,0.42857142857142855,3/7,0.42857142857142855,0/7,0.0,False,False,True,3,0,3,3
PRD70_PR30_CPprop_UD050_UR040_Upp070_I0,59,root_crack,False,7,1.1008992770586117,0.5,0.6200561592614418,,0.4,,proporcion,3/7,0.42857142857142855,6/7,0.8571428571428571,2/7,0.2857142857142857,False,True,True,6,0,6,2
PRD70_PR30_CPprop_UD050_UR040_Upp070_I0,56,root_crack,False,7,1.1008992770586117,0.5,0.6200561592614418,,0.4,,proporcion,3/7,0.42857142857142855,5/7,0.7142857142857143,0/7,0.0,False,True,True,5,0,5,1
PRD70_PR30_CPprop_UD050_UR040_Upp070_I0,54,root_crack,False,7,1.1008992770586117,0.5,0.6200561592614418,,0.4,,proporcion,1/7,0.14285714285714285,4/7,0.5714285714285714,2/7,0.2857142857142857,False,True,True,4,0,4,0
PRD70_PR30_CPprop_UD050_UR040_Upp070_I0,65,root_crack,False,7,1.1008992770586117,0.5,0.6200561592614418,,0.4,,proporcion,3/7,0.42857142857142855,2/7,0.2857142857142857,0/7,0.0,False,False,True,2,0,2,2
PRD70_PR30_CPprop_UD050_UR040_Upp070_I0,64,root_crack,False,7,1.1008992770586117,0.5,0.6200561592614418,,0.4,,proporcion,2/7,0.2857142857142857,7/7,1.0,0/7,0.0,False,True,True,7,0,7,2
PRD70_PR30_CPprop_UD050_UR040_Upp070_I0,57,root_crack,False,7,1.1008992770586117,0.5,0.6200561592614418,,0.4,,proporcion,3/7,0.42857142857142855,2/7,0.2857142857142857,0/7,0.0,False,False,True,2,0,2,2
PRD70_PR30_CPprop_UD050_UR040_Upp070_I0,62,root_crack,False,7,1.1008992770586117,0.5,0.6200561592614418,,0.4,,proporcion,1/7,0.14285714285714285,7/7,1.0,0/7,0.0,False,True,True,7,0,7,1
PRD70_PR30_CPprop_UD050_UR040_Upp070_I0,63,root_crack,False,7,1.1008992770586117,0.5,0.6200561592614418,,0.4,,proporcion,1/7,0.14285714285714285,7/7,1.0,4/7,0.5714285714285714,False,True,False,7,0,7,1
PRD70_PR30_CPprop_UD050_UR040_Upp070_I0,74,surface_fault,False,7,3.5316321879270283,0.5,1.5575703635155345,,0.4,,proporcion,2/7,0.2857142857142857,7/7,1.0,0/7,0.0,False,True,True,7,0,7,2
PRD70_PR30_CPprop_UD050_UR040_Upp070_I0,73,surface_fault,False,7,3.5316321879270283,0.5,1.5575703635155345,,0.4,,proporcion,1/7,0.14285714285714285,3/7,0.42857142857142855,0/7,0.0,False,False,True,3,0,3,1
PRD70_PR30_CPprop_UD050_UR040_Upp070_I0,68,surface_fault,False,7,3.5316321879270283,0.5,1.5575703635155345,,0.4,,proporcion,1/7,0.14285714285714285,4/7,0.5714285714285714,0/7,0.0,False,True,True,4,0,4,1
PRD70_PR30_CPprop_UD050_UR040_Upp070_I0,72,surface_fault,False,7,3.5316321879270283,0.5,1.5575703635155345,,0.4,,proporcion,5/7,0.7142857142857143,1/7,0.14285714285714285,0/7,0.0,True,False,True,1,0,1,1
PRD70_PR30_CPprop_UD050_UR040_Upp070_I0,67,surface_fault,False,7,3.5316321879270283,0.5,1.5575703635155345,,0.4,,proporcion,2/7,0.2857142857142857,7/7,1.0,1/7,0.14285714285714285,False,True,True,7,0,7,2
PRD70_PR30_CPprop_UD050_UR040_Upp070_I0,66,surface_fault,False,7,3.5316321879270283,0.5,1.5575703635155345,,0.4,,proporcion,5/7,0.7142857142857143,1/7,0.14285714285714285,0/7,0.0,True,False,True,1,0,1,1
PRD70_PR30_CPprop_UD050_UR040_Upp070_I0,77,surface_fault,False,7,3.5316321879270283,0.5,1.5575703635155345,,0.4,,proporcion,2/7,0.2857142857142857,7/7,1.0,0/7,0.0,False,True,True,7,0,7,2
PRD70_PR30_CPprop_UD050_UR040_Upp070_I0,70,surface_fault,False,7,3.5316321879270283,0.5,1.5575703635155345,,0.4,,proporcion,1/7,0.14285714285714285,7/7,1.0,5/7,0.7142857142857143,False,True,False,7,0,7,1
PRD70_PR30_CPprop_UD050_UR040_Upp070_I0,76,surface_fault,False,7,3.5316321879270283,0.5,1.5575703635155345,,0.4,,proporcion,1/7,0.14285714285714285,7/7,1.0,1/7,0.14285714285714285,False,True,True,7,0,7,1
PRD70_PR30_CPprop_UD050_UR040_Upp070_I0,82,tooth_chipped_fault,False,7,1.3467900814603724,0.5,0.7227390824216707,,0.4,,proporcion,1/7,0.14285714285714285,6/7,0.8571428571428571,1/7,0.14285714285714285,False,True,True,6,0,6,1
PRD70_PR30_CPprop_UD050_UR040_Upp070_I0,78,tooth_chipped_fault,False,7,1.3467900814603724,0.5,0.7227390824216707,,0.4,,proporcion,2/7,0.2857142857142857,0/7,0.0,0/7,0.0,False,False,True,0,0,0,0
PRD70_PR30_CPprop_UD050_UR040_Upp070_I0,87,tooth_chipped_fault,False,7,1.3467900814603724,0.5,0.7227390824216707,,0.4,,proporcion,2/7,0.2857142857142857,4/7,0.5714285714285714,0/7,0.0,False,True,True,4,0,4,1
PRD70_PR30_CPprop_UD050_UR040_Upp070_I0,79,tooth_chipped_fault,False,7,1.3467900814603724,0.5,0.7227390824216707,,0.4,,proporcion,3/7,0.42857142857142855,4/7,0.5714285714285714,1/7,0.14285714285714285,False,True,True,4,0,4,2
PRD70_PR30_CPprop_UD050_UR040_Upp070_I0,86,tooth_chipped_fault,False,7,1.3467900814603724,0.5,0.7227390824216707,,0.4,,proporcion,1/7,0.14285714285714285,7/7,1.0,2/7,0.2857142857142857,False,True,True,7,0,7,1
PRD70_PR30_CPprop_UD050_UR040_Upp070_I0,88,tooth_chipped_fault,False,7,1.3467900814603724,0.5,0.7227390824216707,,0.4,,proporcion,2/7,0.2857142857142857,5/7,0.7142857142857143,0/7,0.0,False,True,True,5,0,5,1
PRD70_PR30_CPprop_UD050_UR040_Upp070_I0,81,tooth_chipped_fault,False,7,1.3467900814603724,0.5,0.7227390824216707,,0.4,,proporcion,2/7,0.2857142857142857,5/7,0.7142857142857143,2/7,0.2857142857142857,False,True,True,5,0,5,2
PRD70_PR30_CPprop_UD050_UR040_Upp070_I0,89,tooth_chipped_fault,False,7,1.3467900814603724,0.5,0.7227390824216707,,0.4,,proporcion,2/7,0.2857142857142857,7/7,1.0,2/7,0.2857142857142857,False,True,True,7,0,7,2
PRD70_PR30_CPprop_UD050_UR040_Upp070_I0,80,tooth_chipped_fault,False,7,1.3467900814603724,0.5,0.7227390824216707,,0.4,,proporcion,1/7,0.14285714285714285,7/7,1.0,2/7,0.2857142857142857,False,True,True,7,0,7,1
PRD70_PR30_CPprop_UD050_UR040_Upp070_I0,83,tooth_chipped_fault,False,7,1.3467900814603724,0.5,0.7227390824216707,,0.4,,proporcion,2/7,0.2857142857142857,4/7,0.5714285714285714,1/7,0.14285714285714285,False,True,True,4,0,4,1
PRD70_PR30_CPprop_UD050_UR040_Upp070_I1,31,eccentricity,False,7,1.235598820408939,0.5,0.8714896370694869,,0.4,,proporcion,4/7,0.5714285714285714,4/7,0.5714285714285714,0/7,0.0,False,True,True,4,0,4,3
PRD70_PR30_CPprop_UD050_UR040_Upp070_I1,41,eccentricity,False,7,1.235598820408939,0.5,0.8714896370694869,,0.4,,proporcion,3/7,0.42857142857142855,5/7,0.7142857142857143,0/7,0.0,False,True,True,5,0,5,3
PRD70_PR30_CPprop_UD050_UR040_Upp070_I1,33,eccentricity,False,7,1.235598820408939,0.5,0.8714896370694869,,0.4,,proporcion,2/7,0.2857142857142857,6/7,0.8571428571428571,0/7,0.0,False,True,True,6,0,6,2
PRD70_PR30_CPprop_UD050_UR040_Upp070_I1,35,eccentricity,False,7,1.235598820408939,0.5,0.8714896370694869,,0.4,,proporcion,0/7,0.0,3/7,0.42857142857142855,0/7,0.0,False,False,True,3,0,3,0
PRD70_PR30_CPprop_UD050_UR040_Upp070_I1,38,eccentricity,False,7,1.235598820408939,0.5,0.8714896370694869,,0.4,,proporcion,4/7,0.5714285714285714,6/7,0.8571428571428571,0/7,0.0,False,True,True,6,0,6,3
PRD70_PR30_CPprop_UD050_UR040_Upp070_I1,40,eccentricity,False,7,1.235598820408939,0.5,0.8714896370694869,,0.4,,proporcion,1/7,0.14285714285714285,7/7,1.0,5/7,0.7142857142857143,False,True,False,7,0,7,1
PRD70_PR30_CPprop_UD050_UR040_Upp070_I1,39,eccentricity,False,7,1.235598820408939,0.5,0.8714896370694869,,0.4,,proporcion,1/7,0.14285714285714285,7/7,1.0,6/7,0.8571428571428571,False,True,False,7,0,7,1
PRD70_PR30_CPprop_UD050_UR040_Upp070_I1,30,eccentricity,False,7,1.235598820408939,0.5,0.8714896370694869,,0.4,,proporcion,3/7,0.42857142857142855,4/7,0.5714285714285714,0/7,0.0,False,True,True,4,0,4,0
PRD70_PR30_CPprop_UD050_UR040_Upp070_I1,32,eccentricity,False,7,1.235598820408939,0.5,0.8714896370694869,,0.4,,proporcion,4/7,0.5714285714285714,2/7,0.2857142857142857,0/7,0.0,False,False,True,2,0,2,1
PRD70_PR30_CPprop_UD050_UR040_Upp070_I1,45,missing_tooth,False,7,1.2569793907582587,0.5,0.8800381138597647,,0.4,,proporcion,1/7,0.14285714285714285,7/7,1.0,2/7,0.2857142857142857,False,True,True,7,0,7,1
PRD70_PR30_CPprop_UD050_UR040_Upp070_I1,49,missing_tooth,False,7,1.2569793907582587,0.5,0.8800381138597647,,0.4,,proporcion,1/7,0.14285714285714285,7/7,1.0,2/7,0.2857142857142857,False,True,True,7,0,7,1
PRD70_PR30_CPprop_UD050_UR040_Upp070_I1,48,missing_tooth,False,7,1.2569793907582587,0.5,0.8800381138597647,,0.4,,proporcion,2/7,0.2857142857142857,1/7,0.14285714285714285,0/7,0.0,False,False,True,1,0,1,1
PRD70_PR30_CPprop_UD050_UR040_Upp070_I1,50,missing_tooth,False,7,1.2569793907582587,0.5,0.8800381138597647,,0.4,,proporcion,2/7,0.2857142857142857,6/7,0.8571428571428571,0/7,0.0,False,True,True,6,0,6,1
PRD70_PR30_CPprop_UD050_UR040_Upp070_I1,42,missing_tooth,False,7,1.2569793907582587,0.5,0.8800381138597647,,0.4,,proporcion,3/7,0.42857142857142855,1/7,0.14285714285714285,0/7,0.0,False,False,True,1,0,1,1
PRD70_PR30_CPprop_UD050_UR040_Upp070_I1,51,missing_tooth,False,7,1.2569793907582587,0.5,0.8800381138597647,,0.4,,proporcion,0/7,0.0,2/7,0.2857142857142857,0/7,0.0,False,False,True,2,0,2,0
PRD70_PR30_CPprop_UD050_UR040_Upp070_I1,52,missing_tooth,False,7,1.2569793907582587,0.5,0.8800381138597647,,0.4,,proporcion,1/7,0.14285714285714285,7/7,1.0,4/7,0.5714285714285714,False,True,False,7,0,7,1
PRD70_PR30_CPprop_UD050_UR040_Upp070_I1,44,missing_tooth,False,7,1.2569793907582587,0.5,0.8800381138597647,,0.4,,proporcion,1/7,0.14285714285714285,7/7,1.0,2/7,0.2857142857142857,False,True,True,7,0,7,1
PRD70_PR30_CPprop_UD050_UR040_Upp070_I1,53,missing_tooth,False,7,1.2569793907582587,0.5,0.8800381138597647,,0.4,,proporcion,1/7,0.14285714285714285,6/7,0.8571428571428571,3/7,0.42857142857142855,False,True,False,6,0,6,1
PRD70_PR30_CPprop_UD050_UR040_Upp070_I1,58,root_crack,False,7,1.092229473719522,0.5,0.6155508713953708,,0.4,,proporcion,2/7,0.2857142857142857,6/7,0.8571428571428571,3/7,0.42857142857142855,False,True,False,6,0,6,2
PRD70_PR30_CPprop_UD050_UR040_Upp070_I1,55,root_crack,False,7,1.092229473719522,0.5,0.6155508713953708,,0.4,,proporcion,3/7,0.42857142857142855,2/7,0.2857142857142857,0/7,0.0,False,False,True,2,0,2,2
PRD70_PR30_CPprop_UD050_UR040_Upp070_I1,59,root_crack,False,7,1.092229473719522,0.5,0.6155508713953708,,0.4,,proporcion,3/7,0.42857142857142855,6/7,0.8571428571428571,2/7,0.2857142857142857,False,True,True,6,0,6,2
PRD70_PR30_CPprop_UD050_UR040_Upp070_I1,56,root_crack,False,7,1.092229473719522,0.5,0.6155508713953708,,0.4,,proporcion,3/7,0.42857142857142855,5/7,0.7142857142857143,0/7,0.0,False,True,True,5,0,5,1
PRD70_PR30_CPprop_UD050_UR040_Upp070_I1,65,root_crack,False,7,1.092229473719522,0.5,0.6155508713953708,,0.4,,proporcion,3/7,0.42857142857142855,2/7,0.2857142857142857,0/7,0.0,False,False,True,2,0,2,2
PRD70_PR30_CPprop_UD050_UR040_Upp070_I1,64,root_crack,False,7,1.092229473719522,0.5,0.6155508713953708,,0.4,,proporcion,2/7,0.2857142857142857,7/7,1.0,0/7,0.0,False,True,True,7,0,7,2
PRD70_PR30_CPprop_UD050_UR040_Upp070_I1,57,root_crack,False,7,1.092229473719522,0.5,0.6155508713953708,,0.4,,proporcion,3/7,0.42857142857142855,2/7,0.2857142857142857,0/7,0.0,False,False,True,2,0,2,2
PRD70_PR30_CPprop_UD050_UR040_Upp070_I1,62,root_crack,False,7,1.092229473719522,0.5,0.6155508713953708,,0.4,,proporcion,1/7,0.14285714285714285,7/7,1.0,0/7,0.0,False,True,True,7,0,7,1
PRD70_PR30_CPprop_UD050_UR040_Upp070_I1,63,root_crack,False,7,1.092229473719522,0.5,0.6155508713953708,,0.4,,proporcion,1/7,0.14285714285714285,7/7,1.0,4/7,0.5714285714285714,False,True,False,7,0,7,1
PRD70_PR30_CPprop_UD050_UR040_Upp070_I1,74,surface_fault,False,7,3.5759950448997575,0.5,1.5575703635155345,,0.4,,proporcion,2/7,0.2857142857142857,7/7,1.0,0/7,0.0,False,True,True,7,0,7,2
PRD70_PR30_CPprop_UD050_UR040_Upp070_I1,73,surface_fault,False,7,3.5759950448997575,0.5,1.5575703635155345,,0.4,,proporcion,1/7,0.14285714285714285,3/7,0.42857142857142855,0/7,0.0,False,False,True,3,0,3,1
PRD70_PR30_CPprop_UD050_UR040_Upp070_I1,68,surface_fault,False,7,3.5759950448997575,0.5,1.5575703635155345,,0.4,,proporcion,1/7,0.14285714285714285,4/7,0.5714285714285714,0/7,0.0,False,True,True,4,0,4,1
PRD70_PR30_CPprop_UD050_UR040_Upp070_I1,72,surface_fault,False,7,3.5759950448997575,0.5,1.5575703635155345,,0.4,,proporcion,5/7,0.7142857142857143,1/7,0.14285714285714285,0/7,0.0,True,False,True,1,0,1,1
PRD70_PR30_CPprop_UD050_UR040_Upp070_I1,67,surface_fault,False,7,3.5759950448997575,0.5,1.5575703635155345,,0.4,,proporcion,2/7,0.2857142857142857,7/7,1.0,1/7,0.14285714285714285,False,True,True,7,0,7,2
PRD70_PR30_CPprop_UD050_UR040_Upp070_I1,66,surface_fault,False,7,3.5759950448997575,0.5,1.5575703635155345,,0.4,,proporcion,5/7,0.7142857142857143,1/7,0.14285714285714285,0/7,0.0,True,False,True,1,0,1,1
PRD70_PR30_CPprop_UD050_UR040_Upp070_I1,77,surface_fault,False,7,3.5759950448997575,0.5,1.5575703635155345,,0.4,,proporcion,2/7,0.2857142857142857,7/7,1.0,0/7,0.0,False,True,True,7,0,7,2
